id,lossyear,year
70,7151.710205,2002
70,0,2003
70,0,2004
70,20561.16833,2005
70,21455.14154,2006
70,17879.27582,2007
70,1787.932983,2008
70,22349.09564,2009
70,31288.7254,2010
70,23243.07684,2011
70,27856.62736,2012
70,2681.893311,2013
70,54531.81482,2014
70,58107.63757,2015
70,89396.35596,2016
70,51849.84131,2017
70,202775.3124,2018
70,171486.7102,2019
71,275034.9468,2001
71,596791.5171,2002
71,412121.2711,2003
71,40228.75964,2004
71,239426.7878,2005
71,280076.4125,2006
71,66153.94299,2007
71,210525.2463,2008
71,961595.5578,2009
71,301061.9199,2010
71,409422.1631,2011
71,323186.8339,2012
71,758337.657,2013
71,1268221.199,2014
71,1118338.673,2015
71,1477207.392,2016
71,1880736.275,2017
71,2182873.931,2018
71,1886534.441,2019
72,0,2001
72,0,2002
72,0,2003
72,0,2004
72,0,2005
72,0,2006
72,0,2007
72,0,2008
72,893.9385986,2009
72,0,2010
72,0,2011
72,0,2012
72,0,2013
72,0,2014
72,0,2015
72,0,2016
72,0,2017
72,0,2018
72,0,2019
73,81103.58111,2001
73,93743.99162,2002
73,66129.07397,2003
73,893.6370239,2004
73,85519.18944,2005
73,7149.056335,2006
73,21447.17816,2007
73,16085.39435,2008
73,101074.9998,2009
73,32163.791,2010
73,37592.18396,2011
73,56235.86781,2012
73,77472.7752,2013
73,153908.574,2014
73,53639.1064,2015
73,141292.5118,2016
73,95594.35028,2017
73,85617.23649,2018
73,172993.9646,2019
74,893.7109375,2001
74,0,2002
74,893.7739258,2003
74,8937.369385,2004
74,1685.797403,2005
74,8937.281616,2006
74,0,2007
74,0,2008
74,248.8440456,2009
74,19662.3222,2010
74,9831.249207,2011
74,7150.172424,2012
74,5362.504395,2013
74,16882.95456,2014
74,27706.52777,2015
74,42293.93195,2016
74,7149.923157,2017
74,6256.124695,2018
74,16087.96643,2019
75,5574131.022,2001
75,606052.6977,2002
75,2317717.795,2003
75,3941728.538,2004
75,2139020.866,2005
75,1674045.656,2006
75,4760264.489,2007
75,2201866.9,2008
75,1.75E+07,2009
75,1272123.032,2010
75,4675839.811,2011
75,1553166.403,2012
75,4822158.696,2013
75,7104270.466,2014
75,1366959.085,2015
75,6254370.121,2016
75,3915144.725,2017
75,6489673.579,2018
75,4365798.55,2019
76,1923838.54,2001
76,83650.18567,2002
76,805468.4842,2003
76,1059748.655,2004
76,1452870.958,2005
76,4186447.721,2006
76,672030.7008,2007
76,180646.1663,2008
76,1402703.818,2009
76,2961146.931,2010
76,127162.3907,2011
76,1226266.187,2012
76,1032043,2013
76,3066618.174,2014
76,2911596.372,2015
76,2866242.903,2016
76,5360627.369,2017
76,5730138.967,2018
76,4834923.448,2019
77,16138.7487,2001
77,47646.3813,2002
77,79761.75957,2003
77,79275.47269,2004
77,100977.1477,2005
77,31286.13293,2006
77,133189.9989,2007
77,17856.50295,2008
77,36537.47623,2009
77,89739.32842,2010
77,101810.6726,2011
77,8938.581909,2012
77,45542.03173,2013
77,121614.8593,2014
77,87558.33166,2015
77,391936.1776,2016
77,98809.3626,2017
77,131657.5378,2018
77,134718.1399,2019
78,0,2001
78,0,2002
78,0,2003
78,0,2004
78,0,2005
78,0,2006
78,0,2007
78,0,2008
78,0,2009
78,0,2010
78,0,2011
78,0,2012
78,0,2013
78,0,2014
78,0,2015
78,0,2016
78,0,2017
78,0,2018
78,0,2019
79,0,2001
79,0,2002
79,0,2003
79,0,2004
79,0,2005
79,0,2006
79,0,2007
79,0,2008
79,0,2009
79,0,2010
79,0,2011
79,0,2012
79,0,2013
79,0,2014
79,0,2015
79,0,2016
79,0,2017
79,0,2018
79,0,2019
