id,lossyear,year
65,224254.3487,2007
65,314419.3859,2008
65,192195.7763,2009
65,443717.6832,2010
65,557051.1646,2011
65,312820.3253,2012
65,377240.3044,2013
65,1826520.26,2014
65,689265.4329,2015
65,1520108.894,2016
65,1246852.826,2017
65,1055266.45,2018
65,1212857.264,2019
66,0,2001
66,1785.809753,2002
66,0,2003
66,0,2004
66,2678.512268,2005
66,0,2006
66,4464.266968,2007
66,892.9633789,2008
66,8928.805969,2009
66,2678.861633,2010
66,8928.300781,2011
66,728.3761795,2012
66,9821.246826,2013
66,40932.69327,2014
66,1785.554077,2015
66,3571.212463,2016
66,0,2017
66,0,2018
66,0,2019
67,2222.030726,2001
67,1787.43158,2002
67,0,2003
67,3574.802246,2004
67,893.6830444,2005
67,343.4756539,2006
67,3245.396877,2007
67,0,2008
67,5173.169884,2009
67,4468.519531,2010
67,893.7195435,2011
67,0,2012
67,14298.74274,2013
67,26905.66752,2014
67,4528.042611,2015
67,16983.35423,2016
67,16086.45618,2017
67,7317.569097,2018
67,3574.988403,2019
68,0,2001
68,0,2002
68,0,2003
68,0,2004
68,0,2005
68,39509.38589,2006
68,0,2007
68,0,2008
68,34647.80732,2009
68,23238.74371,2010
68,11619.36993,2011
68,139621.7963,2012
68,57483.51833,2013
68,20557.3645,2014
68,0,2015
68,8937.986816,2016
68,29814.31585,2017
68,2523.664601,2018
68,21191.78455,2019
69,1487711.712,2001
69,473682.9666,2002
69,653067.0926,2003
69,355635.4358,2004
69,1358996.177,2005
69,986728.0448,2006
69,945155.3688,2007
69,469723.5194,2008
69,3049349.549,2009
69,1661840.982,2010
69,1622996.63,2011
69,1121974.708,2012
69,2435657.057,2013
69,1656238.705,2014
69,1367652.547,2015
69,1511774.559,2016
69,1710583.363,2017
69,4215674.266,2018
69,3350334.663,2019
70,1787.926208,2001
